legacy_id,tree,namespace,subtype,status,source_license,licence_verdict,licence_reason,nearest_bundle_unit,content_cosine,nearest_by_slug,slug_jaccard,disposition,disposition_reason
@community/css-scroll-driven-animations--what-problem-this-solves,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-css-scroll-driven-animations,0.212,@community/template-css-scroll-driven-animations,0.571,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/css-scroll-driven-animations--when-to-use-css-scroll-driven-vs-gsap-scrolltrigger,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-css-scroll-driven-animations,0.281,@community/template-css-scroll-driven-animations,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/css-variables-for-color-consistency,atoms,@community,mandate,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/anti-pattern-hardcoded-pixel-values,0.132,@community/fact-consistency-standards,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.132 away — genuinely absent knowledge
@community/custom-component-accessible-label,atoms,@community,mandate,validated,GPL-3.0,BLOCKED-COPYLEFT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms,@community/rule-aria-label-required,0.203,@community/rule-custom-component-aria-role,0.333,REJECT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms
@community/custom-component-keyboard-pattern,atoms,@community,mandate,validated,GPL-3.0,BLOCKED-COPYLEFT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms,@community/rule-custom-component-aria-role,0.203,@community/rule-custom-component-aria-role,0.4,REJECT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms
@community/custom-cursor-accessibility-cautions--absolute-rules,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.374,@community/anti-pattern-custom-cursor-a11y,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-cursor-accessibility-cautions--related-atoms,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.19,@community/anti-pattern-custom-cursor-a11y,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-cursor-accessibility-cautions--the-safe-variant-pattern,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.433,@community/anti-pattern-custom-cursor-a11y,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-cursor-accessibility-cautions--when-custom-cursor-is-justified,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.205,@community/anti-pattern-custom-cursor-a11y,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-cursor-accessibility-cautions--when-to-skip-it-entirely,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.173,@community/anti-pattern-custom-cursor-a11y,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-cursor-accessibility-cautions--why-this-is-an-anti-pattern-risk-1-semantic-cursor-loss,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.211,@community/anti-pattern-custom-cursor-a11y,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-cursor-accessibility-cautions--why-this-is-an-anti-pattern-risk-2-click-hot-zone-misalignment,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.248,@community/anti-pattern-custom-cursor-a11y,0.143,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-cursor-accessibility-cautions--why-this-is-an-anti-pattern-risk-3-vestibular-motion-harm,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.264,@community/anti-pattern-custom-cursor-a11y,0.154,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-cursor-accessibility-cautions--why-this-is-an-anti-pattern-risk-4-touch-devices,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.287,@community/anti-pattern-custom-cursor-a11y,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-cursor-accessibility-cautions--why-this-is-an-anti-pattern-risk-5-visual-accessibility-dependence,atoms,@community,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-custom-cursor-a11y,0.22,@community/anti-pattern-custom-cursor-a11y,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/custom-theme-generation-on-the-fly,atoms,@community,heuristic,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-confirm-before-applying-theme,0.185,@community/anti-pattern-custom-cursor-a11y,0.167,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.185 away — genuinely absent knowledge
@community/dark-mode-contrast-verification,atoms,@community,mandate,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/feedback-dark-mode-rollout,0.155,@community/feedback-dark-mode-rollout,0.4,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.155 away — genuinely absent knowledge
@community/dark-mode-css-custom-properties,atoms,@community,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-light-mode-default-fallback,0.268,@community/rule-css-logical-properties,0.333,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.268 away — genuinely absent knowledge
@community/dashboard-layout-patterns--animation-patterns,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-animations,0.483,@community/pattern-dashboard-layout,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/dashboard-layout-patterns--border-radius-system,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-nested-corner-radius,0.225,@community/pattern-dashboard-layout,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/dashboard-layout-patterns--charts,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-chart-grid,0.344,@community/pattern-dashboard-layout,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/dashboard-layout-patterns--color-system-architecture,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-layout,0.201,@community/pattern-dashboard-layout,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/dashboard-layout-patterns--data-table,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-data-table,0.452,@community/pattern-dashboard-data-table,0.6,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/dashboard-layout-patterns--header-topbar,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-header,0.486,@community/pattern-dashboard-layout,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/dashboard-layout-patterns--metric-cards,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-metric-card,0.358,@community/pattern-dashboard-layout,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/dashboard-layout-patterns--related-atoms,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-layout,0.099,@community/pattern-dashboard-layout,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/dashboard-layout-patterns--sidebar,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-sidebar,0.516,@community/pattern-dashboard-sidebar,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--aria-accessibility,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-data-table-dense,0.325,@community/pattern-data-table-dense,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--cell-padding-number-formatting,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-fintech-number-display,0.154,@community/pattern-data-table-dense,0.222,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--complete-example-structure,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-data-table,0.198,@community/pattern-data-table-dense,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--critical-rule,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-data-table,0.108,@community/pattern-data-table-dense,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--filtering-ui,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-data-table,0.147,@community/pattern-data-table-dense,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--header-styling,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@impeccable/template-data-table-base,0.247,@community/pattern-data-table-dense,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--pagination,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-data-table,0.153,@community/pattern-data-table-dense,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--related-atoms,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-single-primary-action-per-component,0.132,@community/pattern-data-table-dense,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--responsive-behavior,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-skeleton-shimmer,0.12,@community/pattern-data-table-dense,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--row-hover,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@impeccable/template-data-table-base,0.213,@community/pattern-data-table-dense,0.286,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-table-design-pattern--sorted-column-indicators,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-dashboard-data-table,0.185,@community/pattern-data-table-dense,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-visualization-accessibility--aria-for-svg-charts,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-svg-chart-aria,0.673,@community/template-svg-chart-aria,0.286,RECLASSIFY-MERGED,content cosine 0.673 to @community/template-svg-chart-aria; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/data-visualization-accessibility--color-blind-safe-palettes,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-data-viz-accessible,0.245,@community/principle-data-minimization,0.125,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-visualization-accessibility--complete-accessible-chart-example,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/example-accessible-chart,0.837,@community/example-accessible-chart,0.333,RECLASSIFY-MERGED,content cosine 0.837 to @community/example-accessible-chart; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/data-visualization-accessibility--core-rules,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-data-viz-accessible,0.261,@community/principle-data-minimization,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-visualization-accessibility--keyboard-accessible-tooltips,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/example-accessible-chart,0.424,@community/rule-keyboard-accessible,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-visualization-accessibility--never-rely-on-color-alone,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-data-viz-accessible,0.184,@community/rule-chart-never-alone,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-visualization-accessibility--reduced-motion,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/example-accessible-chart,0.225,@community/constraint-reduced-motion,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-visualization-accessibility--related-atoms,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-chart-responsive-container,0.144,@community/principle-data-minimization,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/data-visualization-accessibility--responsive-container,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-chart-responsive-container,0.586,@community/pattern-chart-responsive-container,0.333,RECLASSIFY-MERGED,content cosine 0.586 to @community/pattern-chart-responsive-container; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/data-visualization-accessibility--text-alternative-for-screen-readers,atoms,@community,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/template-svg-chart-aria,0.343,@community/principle-data-minimization,0.125,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/decorative-image-hidden-from-at,atoms,@community,mandate,validated,GPL-3.0,BLOCKED-COPYLEFT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms,@community/rule-informative-image-alt,0.158,@community/rule-image-optimization,0.25,REJECT,GPL-3.0 is on prime-corpus.yaml license.policy.deny; it cannot be redistributed under this package's Apache-2.0 terms
@community/design-inspiration-sources--component-libraries-study-api-don-t-copy-paste,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-ui-component-library-reference,0.308,@community/scope-public-api,0.083,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/design-inspiration-sources--design-reference-gold-standard-sites-from-godly-website,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-gallery-research,0.242,@community/type-design-token,0.1,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/design-inspiration-sources--how-to-extract-design-knowledge-from-galleries,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-gallery-research,0.329,@community/type-design-token,0.125,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/design-inspiration-sources--methodology-how-to-extract-design-knowledge-anti-patterns-in-gallery-research,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-gallery-research,0.457,@community/method-gallery-research,0.182,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/design-inspiration-sources--methodology-how-to-extract-design-knowledge-output-format-save-this-for-each-extraction,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,,0.0,@community/method-design-md-extraction,0.154,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/design-inspiration-sources--methodology-how-to-extract-design-knowledge-the-6-step-extraction-protocol,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-gallery-research,0.664,@community/method-design-md-extraction,0.167,RECLASSIFY-MERGED,content cosine 0.664 to @community/method-gallery-research; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-inspiration-sources--mobile-app-design,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-gallery-research,0.206,@community/check-mobile-first,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/design-inspiration-sources--open-source-templates-clone-and-study,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-gallery-research,0.135,@community/anti-pattern-open-redirect,0.111,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/design-inspiration-sources--related-atoms,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-gallery-research,0.195,@community/type-design-token,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/design-inspiration-sources--web-landing-page-galleries,atoms,@community,resource,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/method-gallery-research,0.224,@community/principle-landing-page-sections,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@community/design-ref-airbnb--best-used-for,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-airbnb,0.27,@community/persona-airbnb,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.27 away — genuinely absent knowledge
@community/design-ref-airbnb--palette,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-airbnb,0.343,@community/persona-airbnb,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.343 away — genuinely absent knowledge
@community/design-ref-airbnb--signature-patterns,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/pattern-airbnb-signature-marketing,0.685,@community/pattern-airbnb-signature-marketing,0.333,RECLASSIFY-MERGED,content cosine 0.685 to @community/pattern-airbnb-signature-marketing; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-airbnb--spatial,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-airbnb,0.17,@community/persona-airbnb,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.17 away — genuinely absent knowledge
@community/design-ref-airbnb--typography,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-airbnb,0.287,@community/persona-airbnb,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.287 away — genuinely absent knowledge
@community/design-ref-airbnb--visual-theme,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-airbnb,0.257,@community/rule-visual-design-safe-rules,0.286,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.257 away — genuinely absent knowledge
@community/design-ref-apple,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-apple,0.495,@community/persona-apple,0.333,DEFER-OVERLAP,"licence clears, but content cosine 0.495 to @community/persona-apple means intake would duplicate or contradict a shipped unit; needs a human merge decision, not a bulk copy"
@community/design-ref-coinbase,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-coinbase,0.626,@community/persona-coinbase,0.333,RECLASSIFY-MERGED,content cosine 0.626 to @community/persona-coinbase; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-figma,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-figma,0.599,@community/persona-figma,0.333,RECLASSIFY-MERGED,content cosine 0.599 to @community/persona-figma; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-framer,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-framer,0.683,@community/persona-framer,0.333,RECLASSIFY-MERGED,content cosine 0.683 to @community/persona-framer; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-intercom,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-intercom,0.715,@community/persona-intercom,0.333,RECLASSIFY-MERGED,content cosine 0.715 to @community/persona-intercom; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-linear,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-linear,0.604,@community/persona-linear,0.333,RECLASSIFY-MERGED,content cosine 0.604 to @community/persona-linear; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-mintlify,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-mintlify,0.644,@community/persona-mintlify,0.333,RECLASSIFY-MERGED,content cosine 0.644 to @community/persona-mintlify; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-notion,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-notion,0.59,@community/persona-notion,0.333,RECLASSIFY-MERGED,content cosine 0.59 to @community/persona-notion; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-posthog--best-used-for,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-posthog,0.235,@community/persona-posthog,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.235 away — genuinely absent knowledge
@community/design-ref-posthog--palette,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-posthog,0.417,@community/persona-posthog,0.25,DEFER-OVERLAP,"licence clears, but content cosine 0.417 to @community/persona-posthog means intake would duplicate or contradict a shipped unit; needs a human merge decision, not a bulk copy"
@community/design-ref-posthog--signature-patterns,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/pattern-posthog-signature-marketing,0.641,@community/pattern-posthog-signature-marketing,0.333,RECLASSIFY-MERGED,content cosine 0.641 to @community/pattern-posthog-signature-marketing; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-posthog--spatial,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-posthog,0.2,@community/persona-posthog,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.2 away — genuinely absent knowledge
@community/design-ref-posthog--typography,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-posthog,0.357,@community/persona-posthog,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.357 away — genuinely absent knowledge
@community/design-ref-posthog--visual-theme,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-posthog,0.339,@community/rule-visual-design-safe-rules,0.286,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.339 away — genuinely absent knowledge
@community/design-ref-raycast,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-raycast,0.574,@community/persona-raycast,0.333,RECLASSIFY-MERGED,content cosine 0.574 to @community/persona-raycast; legacy section-atom already absorbed into that bundle unit — nothing to intake
@community/design-ref-replicate--best-used-for,atoms,@community,reference,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-replicate,0.271,@community/persona-replicate,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.271 away — genuinely absent knowledge
